Player,Club,Age,Position,Nation,Value,Contract Years Left,League
Youssouf Sabaly,Real Betis Balompié,28,Defender,Senegal,5850000.0,5,La Liga
Santiago Ascacíbar,Hertha BSC,24,midfield,Argentina,5850000.0,3,Bundesliga
Patric,SS Lazio,28,Defender,Spain,5850000.0,1,Serie A
Kevin Trapp,Eintracht Frankfurt,31,Goalkeeper,Germany,5850000.0,3,Bundesliga
Fodé Ballo-Touré,AC Milan,24,Defender,Senegal,5850000.0,4,Serie A
Hernani,Genoa CFC,27,midfield,Brazil,5850000.0,1,Serie A
Sead Kolasinac,Arsenal FC,28,Defender,Bosnia-Herzegovina,5850000.0,1,Premier League
Matz Sels,RC Strasbourg Alsace,29,Goalkeeper,Belgium,5850000.0,3,Ligue 1
Alexander Djiku,RC Strasbourg Alsace,27,Defender,Ghana,5850000.0,2,Ligue 1
Junior Sambia,Montpellier HSC,24,Defender,France,5850000.0,1,Ligue 1
Andreas Skov Olsen,Bologna FC 1909,21,attack,Denmark,5850000.0,3,Serie A
Wendell,Bayer 04 Leverkusen,28,Defender,Brazil,5850000.0,1,Bundesliga
Stéphane Bahoken,SCO Angers,29,attack,Cameroon,5850000.0,1,Ligue 1
Nico Schulz,Borussia Dortmund,28,Defender,Germany,5400000.0,3,Bundesliga
Zack Steffen,Manchester City,26,Goalkeeper,United States,5400000.0,2,Premier League
Sam Lammers,Atalanta BC,24,attack,Netherlands,5400000.0,2,Serie A
Márton Dárdai,Hertha BSC,19,Defender,Germany,5400000.0,4,Bundesliga
Josip Ilicic,Atalanta BC,33,attack,Slovenia,5400000.0,1,Serie A
Pedro Mendes,Montpellier HSC,30,Defender,Portugal,5400000.0,2,Ligue 1
Cheikhou Kouyaté,Crystal Palace,31,Defender,Senegal,5400000.0,1,Premier League
Oliver Burke,Sheffield United,24,attack,Scotland,5400000.0,2,Premier League
Andreaw Gravillon,Stade Reims,23,Defender,Guadeloupe,5400000.0,1,Ligue 1
Ghislain Konan,Stade Reims,25,Defender,Cote d'Ivoire,5400000.0,1,Ligue 1
Stefan Ortega,Arminia Bielefeld,28,Goalkeeper,Germany,5400000.0,1,Bundesliga
Emanuel Vignato,Bologna FC 1909,20,attack,Italy,5400000.0,3,Serie A
Ander Capa,Athletic Bilbao,29,Defender,Spain,5400000.0,1,La Liga
Mamadou Sakho,Montpellier HSC,31,Defender,France,5400000.0,3,Ligue 1
Semi Ajayi,West Bromwich Albion,27,Defender,Nigeria,5400000.0,2,Premier League
Sergio Herrera,CA Osasuna,28,Goalkeeper,Spain,5400000.0,2,La Liga
Thierry Correia,Valencia CF,22,Defender,Portugal,5400000.0,3,La Liga
Ben Mee,Burnley FC,31,Defender,England,5400000.0,1,Premier League
Tyler Roberts,Leeds United,22,attack,Wales,5400000.0,3,Premier League
Danny da Costa,Eintracht Frankfurt,28,Defender,Germany,5400000.0,1,Bundesliga
Wylan Cyprien,FC Nantes,26,midfield,France,5400000.0,1,Ligue 1
Adrien Thomasson,RC Strasbourg Alsace,27,midfield,France,5400000.0,3,Ligue 1
Junior Dina Ebimbe,Paris Saint-Germain,20,midfield,France,5400000.0,2,Ligue 1
Frédéric Guilbert,Aston Villa,26,Defender,France,5400000.0,2,Premier League
Thomas Foket,Stade Reims,26,Defender,Belgium,5400000.0,2,Ligue 1
Neto,FC Barcelona,32,Goalkeeper,Brazil,5400000.0,2,La Liga
Lucas Olaza,Real Valladolid CF,27,Defender,Uruguay,5400000.0,4,La Liga
Tommaso Pobega,AC Milan,22,midfield,Italy,5400000.0,4,Serie A
Josh Onomah,Fulham FC,24,midfield,England,5400000.0,2,Premier League
Armand Laurienté,FC Lorient,22,attack,France,5400000.0,3,Ligue 1
Cheick Doucouré,RC Lens,21,midfield,Mali,5400000.0,3,Ligue 1
Jorge Cuenca,Villarreal CF,21,Defender,Spain,5400000.0,4,La Liga
Gianluca Caprari,UC Sampdoria,28,attack,Italy,5400000.0,2,Serie A
Facundo Pellistri,Deportivo Alavés,19,attack,Uruguay,5400000.0,1,La Liga
Callum Robinson,West Bromwich Albion,26,attack,Ireland,5400000.0,4,Premier League
Adrien Tamèze,Hellas Verona,27,midfield,Cameroon,5400000.0,3,Serie A
Aitor Fernández,Levante UD,30,Goalkeeper,Spain,5400000.0,2,La Liga
Bartosz Bereszynski,UC Sampdoria,29,Defender,Poland,5400000.0,2,Serie A
Bryan Reynolds,AS Roma,20,Defender,United States,5400000.0,4,Serie A
Dominik Kohr,1.FSV Mainz 05,27,midfield,Germany,5400000.0,1,Bundesliga
Kevin Lasagna,Hellas Verona,29,attack,Italy,5400000.0,1,Serie A
Asier Illarramendi,Real Sociedad,31,midfield,Spain,5400000.0,2,La Liga
Kiki Kouyaté,FC Metz,24,Defender,Mali,5400000.0,3,Ligue 1
Dylan Bronn,FC Metz,26,Defender,Tunisia,5400000.0,3,Ligue 1
Álex Moreno,Real Betis Balompié,28,Defender,Spain,5400000.0,3,La Liga
Omar Colley,UC Sampdoria,28,Defender,The Gambia,5400000.0,4,Serie A
José Luis Morales,Levante UD,34,attack,Spain,5400000.0,2,La Liga
Konstantinos Mavropanos,VfB Stuttgart,23,Defender,Greece,5400000.0,1,Bundesliga
Giuseppe Pezzella,Atalanta BC,23,Defender,Italy,5400000.0,1,Serie A
Roberto Inglese,Parma Calcio 1913,29,attack,Italy,5400000.0,3,Serie A
Yann Karamoh,Parma Calcio 1913,23,attack,Cote d'Ivoire,5400000.0,2,Serie A
Aihen Muñoz,Real Sociedad,24,Defender,Spain,5400000.0,1,La Liga
Mounir Chouiar,Dijon FCO,22,attack,France,5400000.0,1,Ligue 1
Mathew Ryan,Real Sociedad,29,Goalkeeper,Australia,5400000.0,2,La Liga
Rade Krunic,AC Milan,27,midfield,Bosnia-Herzegovina,5400000.0,3,Serie A
Charles Aránguiz,Bayer 04 Leverkusen,32,midfield,Chile,5400000.0,2,Bundesliga
Lukas Hradecky,Bayer 04 Leverkusen,31,Goalkeeper,Finland,5400000.0,2,Bundesliga
Javi Galán,Celta de Vigo,26,Defender,Spain,5400000.0,5,La Liga
Yann Sommer,Borussia Mönchengladbach,32,Goalkeeper,Switzerland,5400000.0,2,Bundesliga
Angel Gomes,LOSC Lille,20,midfield,England,5400000.0,4,Ligue 1
Joël Veltman,Brighton &amp; Hove Albion,29,Defender,Netherlands,5400000.0,2,Premier League
Oriol Romeu,Southampton FC,29,midfield,Spain,5400000.0,2,Premier League
Ionut Radu,Inter Milan,24,Goalkeeper,Romania,5400000.0,3,Serie A
Jordan Lotomba,OGC Nice,22,Defender,Switzerland,5400000.0,4,Ligue 1
Karol Linetty,Torino FC,26,midfield,Poland,5400000.0,3,Serie A
Cédric Soares,Arsenal FC,29,Defender,Portugal,5400000.0,3,Premier League
Santiago Arias,Atlético de Madrid,29,Defender,Colombia,5400000.0,2,La Liga
Kaan Ayhan,US Sassuolo,26,Defender,Turkey,5400000.0,3,Serie A
Nemanja Gudelj,Sevilla FC,29,midfield,Serbia,5400000.0,2,La Liga
Joseph Aidoo,Celta de Vigo,25,Defender,Ghana,5400000.0,3,La Liga
Pietro Pellegri,AS Monaco,20,attack,Italy,5400000.0,1,Ligue 1
Álex Fernández,Cádiz CF,28,midfield,Spain,5400000.0,1,La Liga
Rogério,US Sassuolo,23,Defender,Brazil,5400000.0,3,Serie A
Chrislain Matsima,AS Monaco,19,Defender,France,5400000.0,4,Ligue 1
Pablo Rosario,OGC Nice,24,midfield,Netherlands,5400000.0,5,Ligue 1
Alexander Nübel,AS Monaco,24,Goalkeeper,Germany,5400000.0,2,Ligue 1
Shon Weissman,Real Valladolid CF,25,attack,Israel,5400000.0,3,La Liga
Ola Aina,Torino FC,24,Defender,Nigeria,5400000.0,2,Serie A
Kasper Schmeichel,Leicester City,34,Goalkeeper,Denmark,5400000.0,2,Premier League
Eliot Matazo,AS Monaco,19,midfield,Belgium,5400000.0,3,Ligue 1
Steven Alzate,Brighton &amp; Hove Albion,22,midfield,Colombia,5400000.0,3,Premier League
Munas Dabbur,TSG 1899 Hoffenheim,29,attack,Israel,5400000.0,3,Bundesliga
Nemanja Radonjic,Olympique Marseille,25,attack,Serbia,5400000.0,2,Ligue 1
Edinson Cavani,Manchester United,34,attack,Uruguay,5400000.0,1,Premier League
Domagoj Bradaric,LOSC Lille,21,Defender,Croatia,5400000.0,3,Ligue 1
Willem Geubbels,AS Monaco,20,attack,France,5400000.0,2,Ligue 1
Flavius Daniliuc,OGC Nice,20,Defender,Austria,5400000.0,3,Ligue 1
Danny Ward,Leicester City,28,Goalkeeper,Wales,5400000.0,4,Premier League
Jonjoe Kenny,Everton FC,24,Defender,England,5220000.0,1,Premier League
Habib Maïga,FC Metz,25,midfield,Cote d'Ivoire,4950000.0,3,Ligue 1
Ibrahima Sissoko,RC Strasbourg Alsace,23,midfield,Mali,4950000.0,3,Ligue 1
Jean-Ricner Bellegarde,RC Strasbourg Alsace,23,midfield,France,4950000.0,2,Ligue 1
Mohamed Fares,SS Lazio,25,midfield,Algeria,4950000.0,4,Serie A
Farid Boulaya,FC Metz,28,midfield,Algeria,4950000.0,1,Ligue 1
Jiri Pavlenka,SV Werder Bremen,29,Goalkeeper,Czech Republic,4950000.0,1,Bundesliga
Marcelo Saracchi,RB Leipzig,23,Defender,Uruguay,4950000.0,2,Bundesliga
Ernesto Torregrossa,UC Sampdoria,29,attack,Italy,4950000.0,4,Serie A
Noah Katterbach,1. FC Köln,20,Defender,Germany,4950000.0,3,Bundesliga
Jacob Bruun Larsen,TSG 1899 Hoffenheim,22,attack,Denmark,4950000.0,3,Bundesliga
Almamy Touré,Eintracht Frankfurt,25,Defender,France,4950000.0,2,Bundesliga
Jeremy Toljan,US Sassuolo,27,Defender,Germany,4500000.0,4,Serie A
Joseba Zaldua,Real Sociedad,29,Defender,Spain,4500000.0,2,La Liga
Viktor Kovalenko,Spezia Calcio,25,midfield,Ukraine,4500000.0,1,Serie A
Gennaro Tutino,Parma Calcio 1913,24,attack,Italy,4500000.0,1,Serie A
Lars Stindl,Borussia Mönchengladbach,32,attack,Germany,4500000.0,2,Bundesliga
Daniele Baselli,Torino FC,29,midfield,Italy,4500000.0,1,Serie A
Francis Coquelin,Villarreal CF,30,midfield,France,4500000.0,3,La Liga
Mario Gaspar,Villarreal CF,30,Defender,Spain,4500000.0,2,La Liga
Koray Günter,Hellas Verona,27,Defender,Germany,4500000.0,2,Serie A
Giangiacomo Magnani,Hellas Verona,25,Defender,Italy,4500000.0,fail,Serie A
Marco Richter,Hertha BSC,23,attack,Germany,4500000.0,4,Bundesliga
Manolo Gabbiadini,UC Sampdoria,29,attack,Italy,4500000.0,5,Serie A
Jonas Hector,1. FC Köln,31,midfield,Germany,4500000.0,2,Bundesliga
Alexander Schwolow,Hertha BSC,29,Goalkeeper,Germany,4500000.0,4,Bundesliga
Stevan Jovetic,Hertha BSC,31,attack,Montenegro,4500000.0,2,Bundesliga
Michal Karbownik,Brighton &amp; Hove Albion,20,Defender,Poland,4500000.0,3,Premier League
Martin Hongla,Hellas Verona,23,midfield,Cameroon,4500000.0,1,Serie A
Ronaldo Vieira,UC Sampdoria,23,midfield,England,4500000.0,2,Serie A
Darko Lazovic,Hellas Verona,30,midfield,Serbia,4500000.0,3,Serie A
Sasa Lukic,Torino FC,25,midfield,Serbia,4500000.0,3,Serie A
Jean-Paul Boëtius,1.FSV Mainz 05,27,midfield,Netherlands,4500000.0,1,Bundesliga
Edimilson Fernandes,1.FSV Mainz 05,25,midfield,Switzerland,4500000.0,2,Bundesliga
David Silva,Real Sociedad,35,midfield,Spain,4500000.0,1,La Liga
Robin Zentner,1.FSV Mainz 05,26,Goalkeeper,Germany,4500000.0,2,Bundesliga
Jürgen Locadia,Brighton &amp; Hove Albion,27,attack,Netherlands,4500000.0,1,Premier League
Oliver Baumann,TSG 1899 Hoffenheim,31,Goalkeeper,Germany,4500000.0,2,Bundesliga
Ashley Westwood,Burnley FC,31,midfield,England,4500000.0,2,Premier League
Marco Benassi,ACF Fiorentina,26,midfield,Italy,4500000.0,3,Serie A
Shane Duffy,Brighton &amp; Hove Albion,29,Defender,Ireland,4500000.0,2,Premier League
Christopher Lenz,Eintracht Frankfurt,26,Defender,Germany,4500000.0,3,Bundesliga
Ibrahim Amadou,Sevilla FC,28,midfield,France,4500000.0,1,La Liga
Andrey Lunev,Bayer 04 Leverkusen,29,Goalkeeper,Russia,4500000.0,2,Bundesliga
Alex McCarthy,Southampton FC,31,Goalkeeper,England,4500000.0,1,Premier League
Luke Ayling,Leeds United,29,Defender,England,4500000.0,2,Premier League
Jasper Cillessen,Valencia CF,32,Goalkeeper,Netherlands,4500000.0,2,La Liga
Ignacio Pussetto,Udinese Calcio,25,attack,Argentina,4500000.0,1,Serie A
Jesús Vallejo,Real Madrid,24,Defender,Spain,4500000.0,4,La Liga
Valentino Livramento,Southampton FC,18,Defender,England,4500000.0,5,Premier League
Grégoire Defrel,US Sassuolo,30,attack,Martinique,4500000.0,3,Serie A
Samir,Udinese Calcio,26,Defender,Brazil,4500000.0,2,Serie A
Andrea Carboni,Cagliari Calcio,20,Defender,Italy,4500000.0,4,Serie A
Jack Stephens,Southampton FC,27,Defender,England,4500000.0,1,Premier League
Bram Nuytinck,Udinese Calcio,31,Defender,Netherlands,4500000.0,2,Serie A
Matija Nastasic,FC Schalke 04,28,Defender,Serbia,4500000.0,1,Bundesliga
Walace,Udinese Calcio,26,midfield,Brazil,4500000.0,3,Serie A
Rodrigo Becão,Udinese Calcio,25,Defender,Brazil,4500000.0,3,Serie A
Jack Cork,Burnley FC,32,midfield,England,4500000.0,1,Premier League
Aaron Hickey,Bologna FC 1909,19,Defender,Scotland,4500000.0,3,Serie A
Bartosz Bialek,VfL Wolfsburg,19,attack,Poland,4500000.0,3,Bundesliga
Francesco Caputo,US Sassuolo,34,attack,Italy,4500000.0,2,Serie A
Pedro Obiang,US Sassuolo,29,midfield,Equatorial Guinea,4500000.0,2,Serie A
Mërgim Vojvoda,Torino FC,26,Defender,Kosovo,4500000.0,3,Serie A
Darnell Furlong,West Bromwich Albion,25,Defender,England,4500000.0,4,Premier League
Kevin Akpoguma,TSG 1899 Hoffenheim,26,Defender,Nigeria,4500000.0,3,Bundesliga
Kevin Strootman,Cagliari Calcio,31,midfield,Netherlands,4500000.0,1,Serie A
Sime Vrsaljko,Atlético de Madrid,29,Defender,Croatia,4500000.0,1,La Liga
Oliver Norwood,Sheffield United,30,midfield,Northern Ireland,4500000.0,2,Premier League
Luca Netz,Borussia Mönchengladbach,18,Defender,Germany,4500000.0,5,Bundesliga
Josuha Guilavogui,VfL Wolfsburg,30,midfield,France,4500000.0,2,Bundesliga
David Raum,TSG 1899 Hoffenheim,23,Defender,Germany,4500000.0,4,Bundesliga
John Fleck,Sheffield United,29,midfield,Scotland,4500000.0,2,Premier League
George Baldock,Sheffield United,28,Defender,England,4500000.0,1,Premier League
Moisés Caicedo,Brighton &amp; Hove Albion,19,midfield,Ecuador,4500000.0,4,Premier League
Theo Walcott,Southampton FC,32,attack,England,4500000.0,2,Premier League
Lyanco,Torino FC,24,Defender,Brazil,4500000.0,3,Serie A
Jack O'Connell,Sheffield United,27,Defender,England,4500000.0,2,Premier League
Gonçalo Paciência,Eintracht Frankfurt,27,attack,Portugal,4500000.0,2,Bundesliga
Álex Collado,FC Barcelona,22,attack,Spain,4500000.0,2,La Liga
Igor,ACF Fiorentina,23,Defender,Brazil,4500000.0,3,Serie A
Dan Burn,Brighton &amp; Hove Albion,29,Defender,England,4500000.0,2,Premier League
Javi Ontiveros,Villarreal CF,23,attack,Spain,4500000.0,3,La Liga
Taiwo Awoniyi,1.FC Union Berlin,24,attack,Nigeria,4500000.0,fail,Bundesliga
Mateo Klimowicz,VfB Stuttgart,21,midfield,Germany,4500000.0,3,Bundesliga
Jack Clarke,Tottenham Hotspur,20,attack,England,4500000.0,2,Premier League
Martin Dubravka,Newcastle United,32,Goalkeeper,Slovakia,4500000.0,4,Premier League
David Ospina,SSC Napoli,32,Goalkeeper,Colombia,4500000.0,1,Serie A
Jon Morcillo,Athletic Bilbao,22,attack,Spain,4500000.0,2,La Liga
Josh Maja,FC Girondins Bordeaux,22,attack,Nigeria,4500000.0,2,Ligue 1
Ui-jo Hwang,FC Girondins Bordeaux,28,attack,"Korea, South",4500000.0,2,Ligue 1
Anthony Caci,RC Strasbourg Alsace,24,Defender,France,4500000.0,1,Ligue 1
Franco Cervi,Celta de Vigo,27,attack,Argentina,4500000.0,3,La Liga
Unai Vencedor,Athletic Bilbao,20,midfield,Spain,4500000.0,4,La Liga
Matthew Longstaff,Newcastle United,21,midfield,England,4500000.0,1,Premier League
Marek Rodak,Fulham FC,24,Goalkeeper,Slovakia,4500000.0,3,Premier League
Roberto Torres,CA Osasuna,32,midfield,Spain,4500000.0,2,La Liga
Max Kruse,1.FC Union Berlin,33,attack,Germany,4500000.0,1,Bundesliga
Sofiane Boufal,SCO Angers,27,attack,Morocco,4500000.0,3,Ligue 1
Harold Moukoudi,AS Saint-Étienne,23,Defender,Cameroon,4500000.0,2,Ligue 1
Rani Khedira,1.FC Union Berlin,27,midfield,Germany,4500000.0,fail,Bundesliga
Yvan Neyou,AS Saint-Étienne,24,midfield,Cameroon,4500000.0,3,Ligue 1
Mahdi Camara,AS Saint-Étienne,23,midfield,France,4500000.0,3,Ligue 1
Zaydou Youssouf,AS Saint-Étienne,22,midfield,France,4500000.0,2,Ligue 1
Arnaud Nordin,AS Saint-Étienne,23,attack,France,4500000.0,1,Ligue 1
Antonio Puertas,Granada CF,29,attack,Spain,4500000.0,3,La Liga
Hicham Boudaoui,OGC Nice,21,midfield,Algeria,4500000.0,2,Ligue 1
Phil Jones,Manchester United,29,Defender,England,4500000.0,2,Premier League
Jacob Ramsey,Aston Villa,20,midfield,England,4500000.0,4,Premier League
Cenk Tosun,Everton FC,30,attack,Turkey,4500000.0,1,Premier League
Cesc Fàbregas,AS Monaco,34,midfield,Spain,4500000.0,1,Ligue 1
Hugo Mallo,Celta de Vigo,30,Defender,Spain,4500000.0,2,La Liga
Rubén Blanco,Celta de Vigo,26,Goalkeeper,Spain,4500000.0,2,La Liga
Jean Marcelin,AS Monaco,21,Defender,France,4500000.0,3,Ligue 1
Luke Thomas,Leicester City,20,Defender,England,4500000.0,3,Premier League
Daniel Amartey,Leicester City,26,Defender,Ghana,4500000.0,1,Premier League
Hugo Duro,Getafe CF,21,attack,Spain,4500000.0,1,La Liga
Dimitri Payet,Olympique Marseille,34,midfield,France,4500000.0,3,Ligue 1
Santiago Arzamendia,Cádiz CF,23,Defender,Paraguay,4500000.0,4,La Liga
Jeremías Ledesma,Cádiz CF,28,Goalkeeper,Argentina,4500000.0,4,La Liga
Melvin Bard,OGC Nice,20,Defender,France,4500000.0,fail,Ligue 1
Tiago Djaló,LOSC Lille,21,Defender,Portugal,4500000.0,3,Ligue 1
Anthony Gordon,Everton FC,20,attack,England,4500000.0,4,Premier League
Aaron Cresswell,West Ham United,31,Defender,England,4500000.0,2,Premier League
Raúl Guti,Elche CF,24,midfield,Spain,4500000.0,4,La Liga
Seamus Coleman,Everton FC,32,Defender,Ireland,4500000.0,2,Premier League
Danilo D'Ambrosio,Inter Milan,32,Defender,Italy,4500000.0,1,Serie A
Lucien Agoume,Inter Milan,19,midfield,France,4500000.0,1,Serie A
Flavien Tait,Stade Rennais FC,28,midfield,France,4500000.0,2,Ligue 1
Kortney Hause,Aston Villa,26,Defender,England,4500000.0,1,Premier League
Tanguy Coulibaly,VfB Stuttgart,20,attack,France,4500000.0,2,Bundesliga
Daniele Rugani,Juventus FC,27,Defender,Italy,4500000.0,2,Serie A
Elye Wahi,Montpellier HSC,18,attack,France,4500000.0,4,Ligue 1
Rhys Williams,Liverpool FC,20,Defender,England,4500000.0,2,Premier League
Dominique Heintz,SC Freiburg,28,Defender,Germany,4500000.0,1,Bundesliga
Marco Bizot,Stade Brestois 29,30,Goalkeeper,Netherlands,4500000.0,3,Ligue 1
Nicolò Rovella,Genoa CFC,19,midfield,Italy,4500000.0,1,Serie A
Manu Morlanes,Villarreal CF,22,midfield,Spain,4500000.0,2,La Liga
Janik Haberer,SC Freiburg,27,midfield,Germany,4500000.0,1,Bundesliga
Matías Viña,AS Roma,23,Defender,Uruguay,4500000.0,5,Serie A
Kenny Tete,Fulham FC,25,Defender,Netherlands,4500000.0,3,Premier League
Mickaël Malsa,Levante UD,25,midfield,Martinique,4500000.0,3,La Liga
Carlos Gruezo,FC Augsburg,26,midfield,Ecuador,4500000.0,3,Bundesliga
Arbër Zeneli,Stade Reims,26,attack,Kosovo,4500000.0,2,Ligue 1
Enzo Le Fée,FC Lorient,21,midfield,France,4500000.0,3,Ligue 1
Iago,FC Augsburg,24,Defender,Brazil,4500000.0,3,Bundesliga
Joe Bryan,Fulham FC,27,Defender,England,4500000.0,2,Premier League
Adrian Grbic,FC Lorient,25,attack,Austria,4500000.0,4,Ligue 1
Kevin Danso,RC Lens,22,Defender,Austria,4500000.0,5,Ligue 1
Pedro,AS Roma,34,attack,Spain,4500000.0,2,Serie A
Max Kilman,Wolverhampton Wanderers,24,Defender,England,4050000.0,4,Premier League
Jean Lucas,AS Monaco,23,midfield,Brazil,4050000.0,5,Ligue 1
Karim Bellarabi,Bayer 04 Leverkusen,31,attack,Germany,4050000.0,2,Bundesliga
Milos Veljkovic,SV Werder Bremen,25,Defender,Serbia,4050000.0,1,Bundesliga
Stefano Sturaro,Genoa CFC,28,midfield,Italy,4050000.0,1,Serie A
Matthew Hoppe,FC Schalke 04,20,attack,United States,4050000.0,2,Bundesliga
Asier Villalibre,Athletic Bilbao,23,attack,Spain,4050000.0,2,La Liga
Opa Nguette,FC Metz,27,attack,Senegal,4050000.0,1,Ligue 1
Omar Mascarell,FC Schalke 04,28,midfield,Spain,4050000.0,1,Bundesliga
M'Baye Niang,Stade Rennais FC,26,attack,Senegal,4050000.0,2,Ligue 1
Romain Del Castillo,Stade Rennais FC,25,attack,France,4050000.0,1,Ligue 1
Leonardo Bittencourt,SV Werder Bremen,27,midfield,Germany,4050000.0,3,Bundesliga
Florian Lejeune,Deportivo Alavés,30,Defender,France,4050000.0,3,La Liga
Georgios Kyriakopoulos,US Sassuolo,25,Defender,Greece,4050000.0,3,Serie A
Omar Alderete,Valencia CF,24,Defender,Paraguay,4050000.0,1,La Liga
Gonzalo Melero,Levante UD,27,midfield,Spain,4050000.0,2,La Liga
Lautaro Valenti,Parma Calcio 1913,22,Defender,Argentina,4050000.0,4,Serie A
Sebastian Andersson,1. FC Köln,30,attack,Sweden,4050000.0,2,Bundesliga
Simon Sohm,Parma Calcio 1913,20,midfield,Switzerland,4050000.0,4,Serie A
Alberto Grassi,Parma Calcio 1913,26,midfield,Italy,4050000.0,3,Serie A
Panagiotis Retsos,Bayer 04 Leverkusen,23,Defender,Greece,4050000.0,1,Bundesliga
Renato Steffen,VfL Wolfsburg,29,attack,Switzerland,4050000.0,2,Bundesliga
Aarón Martín,1.FSV Mainz 05,24,Defender,Spain,4050000.0,2,Bundesliga
